Internal name	Serial	ROM size (MBit)	 Complement	CRC32	Memory type	RAM size (KBit) 
EZ-TALK	AGB-A22J-JPN	64	E1	D256F6F7	SRAM_V110	256
EZ-TALK	AGB-A23J-JPN	64	E0	38D91A54	SRAM_V110	256
EZ-TALK	AGB-A24J-JPN	64	DF	5FA07E85	SRAM_V110	256
EZ-TALK	AGB-A25J-JPN	64	DE	0CA6DCF1	SRAM_V110	256
EZ-TALK	AGB-A26J-JPN	64	DD	A0E8EB88	SRAM_V110	256
EZ-TALK	AGB-A27J-JPN	64	DC	A8AB645D	SRAM_V110	256
M&M MAGICAL2	AGB-A29J-JPN	32	F3	BA185AAC	EEPROM_V122	4
DS_BASKET_U	AGB-A2AE-USA	128	7F	80EC6CF0	EEPROM_V122	4
DS_BASKET	AGB-A2AJ-JPN	128	2E	3911B4B6	EEPROM_V122	4
DS_BASKET_E	AGB-A2AP-EUR	128	84	D6D89F81	EEPROM_V122	4
BUBBLEBOBBLE	AGB-A2BJ-JPN	32	7D	CC476F91	EEPROM_V122	4
CASTLEVANIA2	AGB-A2CE-USA	64	84	35536183	SRAM_F_V102	256
CASTLEVANIA2	AGB-A2CJ-JPN	64	62	58924D82	SRAM_F_V102	256
CASTLEVANIA2	AGB-A2CP-EUR	64	79	9B0B637D	SRAM_F_V102	256
DARIUS R	AGB-A2DJ-JPN	32	9E	C0A01CAA	EEPROM_V122	4
DEFENDER	AGB-A2FE-USA	32	9D	2E271C13	EEPROM_V122	4
DEFENDER	AGB-A2FP-EUR	32	92	3B86FDC4	EEPROM_V122	4
GT ADVANCE 3	AGB-A2GE-USA	64	E3	130E73A5	EEPROM_V122	4
ADVANCE GT2	AGB-A2GJ-JPN	64	E0	87BBD26F	EEPROM_V122	64
GT ADVANCE 3	AGB-A2GP-EUR	64	D8	03898E7F	EEPROM_V122	4
HAJIMENOIPPO	AGB-A2HJ-JPN	64	4C	BFF5F2DA	EEPROM_V122	64
MAGINATION	AGB-A2IJ-JPN	64	EA	6A94531B	EEPROM_V120	64
JWEA2002	AGB-A2JJ-JPN	64	CD	934CBD1C	EEPROM_V121	64
SPYKIDSCHALL	AGB-A2KE-USA	32	3E	E8227E41	EEPROM_V120	4
LEGENDS OF W	AGB-A2LE-USA	64	B9	84440066	EEPROM_V122	4
MADDEN NFL02	AGB-A2ME-USA	32	D2	8E797ECD	EEPROM_V122	4
SONICADVANC2	AGB-A2NE-USA	128	81	7EFEE7F7	FLASH512_V130	512
SONICADVANC2	AGB-A2NJ-JPN	128	63	513804FF	FLASH512_V130	512
SONIC ADVANC	AGB-A2NP-EUR	128	6F	89509891	FLASH512_V130	512
K-1POCKE_GP2	AGB-A2OJ-JPN	64	8D	19FDE4C8	EEPROM_V122	64
MONSTERRANC2	AGB-A2QE-USA	64	4F	1D695B1B	SRAM_F_V102	256
MONSTERFARM2	AGB-A2QJ-JPN	64	48	1B14CF53	SRAM_F_V102	256
BRATZ	AGB-A2RE-USA	32	5F	21E5A010	EEPROM_V122	4
BRATZ	AGB-A2RP-EUR	32	54	B30241E2	EEPROM_V122	4
SPYRO 2	AGB-A2SE-USA	64	DC	37E120E7	EEPROM_V122	64
SPYRO 2	AGB-A2SP-EUR	64	D1	104B4CAA	EEPROM_V122	64
PINBALL TYCN	AGB-A2TE-USA	32	61	1C4D3FDF		
PINBALL TYCN	AGB-A2TP-EUR	32	4E	5D52BE1E		
MOTHER12	AGB-A2UJ-JPN	128	AC	0A44569C	SRAM_V112	256
GURUMI	AGB-A2VJ-JPN	64	D7	34D65C0B	EEPROM_V122	64
STAR WARS: T	AGB-A2WE-USA	64	8E	59C52F98		
STAR WARS: T	AGB-A2WP-EUR	64	83	677854AF		
MX 2002	AGB-A2XE-USA	32	49	0BF1DC56		
TOPGUN CZ	AGB-A2YE-USA	32	40	DFC88D3E	SRAM_V113	256
BOYSSOCCER#2	AGB-A2ZJ-JPN	64	63	268F9C7E	FLASH_V126	512
LODE RUNNER	AGB-A39J-JPN	32	96	3E2CF3FF	EEPROM_V122	4
SUPER MARIOC	AGB-A3AC-CHN	32	58	9C32A829	EEPROM_V122	64
SUPER MARIOC	AGB-A3AE-USA	32	8C	74184165	EEPROM_V122	64
SUPER MARIOC	AGB-A3AJ-JPN	32	87	83CD6C49	EEPROM_V122	64
SUPER MARIOC	AGB-A3AP-EUR	64	81	639E9D3B	EEPROM_V122	64
SABRINA-THE	AGB-A3BE-USA	32	E3	E0DE60D7		
SABRINA-THE	AGB-A3BP-EUR	32	D8	CAA8225B		
CRAZY TAXI C	AGB-A3CE-USA	64	A4	8EC709D6	EEPROM_V122	4
CRAZY TAXI C	AGB-A3CP-EUR	64	80	4AEBD704	EEPROM_V122	4
DS-FOOTBALLU	AGB-A3DE-USA	128	73	01413DB1	EEPROM_V122	4
DS_FOOTBALL	AGB-A3DJ-JPN	128	91	B92E9057	EEPROM_V122	4
BAYBLADE_3D	AGB-A3EJ-JPN	64	DB	F01EE06C	SRAM_V112	256
GYAKUTEN_SA2	AGB-A3GJ-JPN	64	57	191AD26A	SRAM_V112	256
PRINCESSBLUE	AGB-A3HJ-JPN	64	43	46810F68	SRAM_V112	256
GYAKUTEN_SA3	AGB-A3JJ-JPN	64	53	51B6CF22	SRAM_V112	256
IK PLUS	AGB-A3KE-USA	32	D1	31C4F03B		
IK PLUS	AGB-A3KP-EUR	32	BE	1052A0EA		
MIC&MIN MA	AGB-A3ME-USA	32	59	5A29374A	EEPROM_V122	4
MIC&MIN MA	AGB-A3MJ-JPN	32	54	FFD6241F	EEPROM_V122	4
MIC&MIN MA	AGB-A3MP-EUR	32	4E	94F3B7C0	EEPROM_V122	4
M.SUMMONER	AGB-A3NJ-JPN	64	D9	F8A085E2	SRAM_F_V103	256
DIGICOM	AGB-A3OJ-JPN	64	CA	6C04250E	SRAM_F_V102	256
SEGA SMASH P	AGB-A3PE-USA	64	AD	5C2E97BA		
SEGA SMASH P	AGB-A3PP-EUR	64	89	09310FEC		
ASOT	AGB-A3QE-USA	64	8E	72894E1B		
SOUND OF THU	AGB-A3QP-EUR	64	6B	CF404AEE		
REVENGEOFSHI	AGB-A3RE-USA	64	52	E9339304		
THE REVENGE	AGB-A3RP-EUR	64	A6	DDB4496A		
3 STOOGES	AGB-A3TE-USA	32	4A	C3C855EA		
MOTHER3	AGB-A3UJ-JPN	256	DB	42AC9CB9	FLASH512_V131	512
SONICPINBALL	AGB-A3VE-USA	64	3C	377D3C55	FLASH512_V131	512
SONICPINBALL	AGB-A3VP-EUR	64	31	4435917E	FLASH512_V131	512
BAYBLADE_3T	AGB-A3WJ-JPN	64	B9	8778B36A	SRAM_V112	256
MEGA_EXE3_BL	AGB-A3XE-USA	64	5D	C0C780F9	SRAM_V112	256
ROCK_EXE3_BK	AGB-A3XJ-JPN	64	43	FD57493B	SRAM_V112	256
MEGA_EXE3_BL	AGB-A3XP-EUR	64	52	1F036CBA	SRAM_V112	256
STREETJAM	AGB-A3ZE-USA	32	2D	3F20A970	EEPROM_V122	4
SIMPSONSRAGE	AGB-A4AX-EUU	64	39	44548B33		
MONSTER BASS	AGB-A4BE-USA	32	60	3EDBA390		
MONSTER BASS	AGB-A4BP-EUR	32	4D	14DB186B		
ISPY CHALNGR	AGB-A4CE-USA	64	65	946D2CBB	EEPROM_V122	4
DS-SKATE-U	AGB-A4DE-USA	128	20	37FFD837	EEPROM_V122	4
DS_SKATE	AGB-A4DJ-JPN	128	6B	5DF4A476	EEPROM_V122	4
DS-SKATE-E	AGB-A4DP-EUR	128	25	10C05C7B	EEPROM_V122	4
ZATCH EA1	AGB-A4GE-USA	64	8B	B4F1E785	EEPROM_V124	64
GASH-ZAKERU	AGB-A4GJ-JPN	64	AC	64FAB050	EEPROM_V124	64
HAM-CLUB4	AGB-A4KJ-JPN	64	6B	C0BDDEE3	SRAM_V113	256
SYLVANIA4	AGB-A4LJ-JPN	64	31	3BFBF110	EEPROM_V122	64
MANIC MINER	AGB-A4MP-EUR	64	B4	02E949EB		
HARVESTMOGER	AGB-A4ND-NOE	64	35	B89CF85D	SRAM_V113	256
HARVESTMOGBA	AGB-A4NE-USA	64	48	8E923168	SRAM_V113	256
BOKUMONOGBA	AGB-A4NJ-JPN	64	9E	09185657	SRAM_V113	256
HARVESTMOGBA	AGB-A4NP-EUR	64	3D	F50F82AD	SRAM_V113	256
SISTERP-MMV1	AGB-A4PJ-JPN	64	43	6845C671	EEPROM_V122	4
RRRACING	AGB-A4RE-USA	32	72	15F2DD16	EEPROM_V122	4
RRRACING	AGB-A4RP-EUR	32	67	53D1A142	EEPROM_V122	4
SPYRO	AGB-A4SJ-JPN	64	2D	42DD5DD9	EEPROM_V122	4
4V4 ARASHI	AGB-A4VJ-JPN	64	31	CE987F90		
DINO2 PHOENI	AGB-A4WJ-JPN	32	7C	67E21BFE	EEPROM_V124	4
DINO2 DRAGON	AGB-A4XJ-JPN	32	83	A63DFD2C	EEPROM_V124	4
AGB-P-A52J	AGB-A52J-JPN	64	70	D38F6A8E	SRAM_V112	256
AGB-P-A53J	AGB-A53J-JPN	64	6E	7F2F5017	SRAM_V112	256
AGB-P-A54J	AGB-A54J-JPN	64	6C	576DA6F6	SRAM_V112	256
WWTBAM	AGB-A55D-NOE	32	0F	08D71A89		
WWTBAM	AGB-A55F-NOE	32	0D	8F33BD3F		
WWTBAM	AGB-A55H-HOL	32	0B	41AA465E		
WWTBAM	AGB-A55P-EUR	32	03	B9C55B22		
WWTBAM	AGB-A55S-ESP	32	00	43514D44		
WWTBAM	AGB-A55U-AUS	32	FE	DA7006E0		
HAPPYCAKE	AGB-A56J-JPN	64	37	FE198026	EEPROM_V122	64
SCAN HUNTER	AGB-A57J-JPN	64	C7	BCD9AA71	SRAM_F_V102	256
TOKON HEAT	AGB-A59J-JPN	64	13	4043F1E0	EEPROM_V122	64
BIONICLE MAT	AGB-A5AE-USA	32	9F	0BCF73BC	EEPROM_V120	4
CHOCOBOLAND	AGB-A5BJ-JPN	64	3D	0B6CC8B7	SRAM_V112	256
SIMCITY 2000	AGB-A5CE-USA	32	ED	733751B3	EEPROM_V124	64
SIMCITY 2000	AGB-A5CP-EUR	32	E2	A74187D3	EEPROM_V124	64
DS_SNOWBD_U	AGB-A5DE-USA	128	66	4733693C	EEPROM_V122	4
DS_SNOWBD	AGB-A5DJ-JPN	128	15	BDC23A47	EEPROM_V122	4
DS_SNOWBD_E	AGB-A5DP-EUR	128	6B	77B7FCCE	EEPROM_V122	4
DORADORAWDBK	AGB-A5GJ-JPN	64	59	E5A571AD	SRAM_V113	256
MEDACOREKBT	AGB-A5KJ-JPN	64	A7	3FCAF2D0	EEPROM_V122	64
SLUGFEST2K4	AGB-A5ME-USA	32	B2	8BB24811		
RAREDKC1	AGB-A5NE-USA	64	3A	12F7A968	EEPROM_V122	4
RAREDKC1	AGB-A5NJ-JPN	64	B5	2206B04D	EEPROM_V122	4
RAREDKC1	AGB-A5NP-EUR	64	AF	41D277FE	EEPROM_V122	4
PAWAPOKE5	AGB-A5PJ-JPN	64	24	06F0F8D4	SRAM_V112	256
MEDACOREKWG	AGB-A5QJ-JPN	64	99	285FE485	EEPROM_V122	64
OSHAREWANKO	AGB-A5SJ-JPN	64	6E	1CC60C27	EEPROM_V124	64
AGB-P-A5TJ	AGB-A5TJ-JPN	64	2E	CF8B80E0	SRAM_V113	256
SPACE CHANNE	AGB-A5UE-USA	64	99	0666F37A	EEPROM_V122	4
SPACE CHANNE	AGB-A5UP-EUR	64	75	0F105694	EEPROM_V122	4
RUGRATSGWILD	AGB-A5WE-USA	32	31	19F453D4		
RUGRATSGWILD	AGB-A5WF-NOE	32	30	720B7FF2		
MEGAMANZERO2	AGB-A62E-USA	64	93	CE1E37BB	SRAM_V113	256
ROCKMANZERO2	AGB-A62J-JPN	64	79	9B5C8A4C	SRAM_V113	256
MEGAMANZERO2	AGB-A62P-EUR	64	88	29A14B59	SRAM_V113	256
PETSHOP3	AGB-A63J-JPN	32	8F	39AEFB7B	EEPROM_V122	64
SHIMURA_KEN	AGB-A64J-JPN	32	84	F29E6E2D	EEPROM_V122	64
MEGA_EXE3_WH	AGB-A6BE-USA	64	5F	0BE4410A	SRAM_V112	256
ROCKMAN_EXE3	AGB-A6BJ-JPN	64	67	1C57724E	SRAM_V112	256
ROCKMAN_EXE3	AGB-A6BJ-JPN	64	66	E48E6BC9	SRAM_V112	256
MEGA_EXE3_WH	AGB-A6BP-EUR	64	54	23D0A981	SRAM_V112	256
CROKET!	AGB-A6CJ-JPN	64	EF	A2AAD079	SRAM_F_V102	256
DS_SOCCER_U	AGB-A6DE-USA	128	73	2F1316D2	EEPROM_V122	64
DS_SOCCER	AGB-A6DJ-JPN	128	22	CDE8FF9F	EEPROM_V122	4
DS_SOCCER_E	AGB-A6DP-EUR	128	78	33F73199	EEPROM_V122	4
MONSTERGATE2	AGB-A6GJ-JPN	64	59	05AC7685	SRAM_F_V102	256
MEGAMAN&BASS	AGB-A6ME-USA	64	9B	EEA68C2E	EEPROM_V122	64
MAGAMAN&BASS	AGB-A6MP-EUR	64	90	01B4D95E	EEPROM_V122	64
ONITAC1US	AGB-A6OE-USA	64	47	8634204D	EEPROM_V122	64
ONITAC1	AGB-A6OJ-JPN	64	4A	B641DAF6	EEPROM_V122	64
ONITAC1EU	AGB-A6OP-EUR	64	4A	63AA930A	EEPROM_V122	64
ROADTRIPSHIF	AGB-A6RE-USA	32	25	549BF1C5	SRAM_F_V102	256
SRWD	AGB-A6SJ-JPN	64	80	EFB45117	FLASH512_V131	512
DR. MUTO	AGB-A6TP-EUR	64	94	ADE84D33	EEPROM_V121	4
WHISTLE!	AGB-A73J-JPN	64	A6	667A0D06	SRAM_V113	256
NARUTO US1	AGB-A7AE-USA	64	FC	C402878C	EEPROM_V124	4
NARUTO ACT1	AGB-A7AJ-JPN	64	C7	2F3326EB	SRAM_V112	256
GBA_SENGOKU1	AGB-A7GJ-JPN	64	5D	3DD25FD7	SRAM_V112	256
HPOTTER COS	AGB-A7HE-USA	64	B2	F4361BD7	EEPROM_V122	4
HPOTTER COS	AGB-A7HJ-JPN	64	B8	B485DABF	EEPROM_V122	4
SILK&COTTON	AGB-A7IJ-JPN	64	7B	515E2127	SRAM_V112	256
AGB KIRBY DX	AGB-A7KE-USA	64	C1	5086113B	SRAM_V112	256
AGB KIRBY DX	AGB-A7KJ-JPN	64	BC	7FE05A37	SRAM_V112	256
AGB KIRBY DX	AGB-A7KP-EUR	128	B6	3B7A7477	SRAM_V112	256
SEA MONKEYS	AGB-A7ME-USA	32	99	3484F139		
NIGHTFIRE	AGB-A7OE-USA	64	36	56C83C16	EEPROM_V122	4
THE REVENGE	AGB-A7SP-EUR	32	C2	516CE770		
HAMUPARAPURE	AGB-A82J-JPN	64	4A	0E9D0144	EEPROM_V122	64
HAMSTAR3	AGB-A83J-JPN	64	95	C99D3787	EEPROM_V122	64
HAMUTARO4	AGB-A84J-JPN	64	64	1B6E5617	SRAM_V113	256
HAMUTARO4	AGB-A84P-EUR	128	5E	5D051081	SRAM_V113	256
SANRIO PURO	AGB-A85J-JAP	32	A2	5257BD92	EEPROM_V122	64
SONICPINBALL	AGB-A86J-JPN	64	52	43B5F167	FLASH512_V131	512
HANAYA	AGB-A87J-JPN	64	23	D5059733	EEPROM_V122	64
MARIO&LUIGIU	AGB-A88E-USA	128	8D	E718D850	EEPROM_V124	64
MARIO&LUIGIJ	AGB-A88J-JAP	128	93	4EF93D41	EEPROM_V124	64
MARIO&LUIGIP	AGB-A88P-EUR	128	87	170CC574	EEPROM_V124	64
BATTLECHIPGP	AGB-A89E-USA	64	7B	26BE44FD	SRAM_V113	256
BATTLECHIPGP	AGB-A89J-JPN	64	76	A1091DE9	SRAM_V113	256
BATTLECHIPGP	AGB-A89P-EUR	64	70	5B4631F9	SRAM_V113	256
MEDABOTSMTBV	AGB-A8BE-USA	64	4B	59F208FC	EEPROM_V122	64
MEDABOTSMTBV	AGB-A8BP-EUR	64	40	50927F3E	EEPROM_V122	64
AGB-P-A8CJ	AGB-A8CJ-JPN	64	4E	3D5A2C07		
CHOBIGURUMI	AGB-A8DJ-JPN	64	6C	C764CC7E	FLASH512_V131	512
HACHIEMON	AGB-A8EJ-JPN	32	36	47C45B41	EEPROM_V122	4
GB METRO	AGB-A8GJ-JPN	64	A2	91DAD468	FLASH512_V131	512
CABELAS BGH	AGB-A8HE-USA	64	08	70A8A141		
BBBALL	AGB-A8LJ-JPN	64	16	F6989FBF	SRAM_F_V103	256
MOJIPITTAN	AGB-A8MJ-JPN	64	BB	FB67EFBC	SRAM_F_V102	256
HUNTER GBA00	AGB-A8NJ-JPN	128	AB	AF22A5EA	SRAM_V112	256
KITCHENBENTO	AGB-A8OJ-JPN	64	33	08DFC956	EEPROM_V122	64
PBDRBYSTLON	AGB-A8PJ-JPN	32	58	9746EF12	FLASH_V126	512
PIRATESCARIB	AGB-A8QE-USA	64	40	8F15BF4C		
PIRATESCARIB	AGB-A8QP-EUR	64	35	2DF9D7F0		
KCEJ TP2K3R	AGB-A8RJ-JPN	128	E4	59D1DC73	SRAM_F_V102	256
DIGIMON BTSP	AGB-A8SE-USA	32	6C	CEEF2008	EEPROM_V122	4
DIGIMON BATT	AGB-A8SP-EUR	32	6F	EA5FC3DA	EEPROM_V122	4
BO_BOBO_GBA	AGB-A8VJ-JPN	64	94	58105F89	SRAM_V112	256
BP-BASEBALL	AGB-A8YJ-JPN	32	AD	61709D3D	FLASH_V126	512
DEMON DRIVER	AGB-A9AE-USA	32	6E	9374AF5E		
DEMON DRIVER	AGB-A9AP-EUR	32	5B	1CC36766		
MEDABOTSRKSV	AGB-A9BE-USA	64	3D	E144DED2	EEPROM_V122	64
MEDABOTSRKSV	AGB-A9BP-EUR	64	32	29A4E8F2	EEPROM_V122	64
CT SPECIAL F	AGB-A9CE-USA	64	9F	D2B58A33		
CT SPECIAL F	AGB-A9CP-EUR	64	97	863CBF31		
DOOM II	AGB-A9DE-USA	128	06	91CAA7B5	EEPROM_V120	4
DOOM II	AGB-A9DP-EUR	128	FB	60CD3207	EEPROM_V120	4
STADIUMGAMES	AGB-A9GE-USA	32	43	4BF6E9E8		
STADIUMGAMES	AGB-A9GP-EUR	32	30	DB146CC3		
DQM-CARAVANH	AGB-A9HJ-JPN	64	7C	3C24ABCC	EEPROM_V122	64
SURAIMUMORIM	AGB-A9KJ-JAP	64	0D	1194D33B	EEPROM_V122	4
KCEJ TP2K3B	AGB-A9LJ-JPN	128	F9	9F7FC898	SRAM_F_V102	256
MR ADVANCE	AGB-A9ME-USA	32	2F	2FDBE7A8	SRAM_F_V102	256
MOTORACERADV	AGB-A9MP-EUR	32	4E	C6D8734D	SRAM_F_V102	256
PIGLET'SGAME	AGB-A9NE-USA	64	66	326DF24C		
PIGLET'SGAME	AGB-A9NX-EUU	64	53	FF5C9636		
TOW SUMMLINE	AGB-A9PJ-JPN	64	32	9C534023	SRAM_V113	256
KURUPARA	AGB-A9QJ-JPN	64	70	93D036F5	SRAM_V112	256
ROADRASHJAIL	AGB-A9RE-USA	32	6A	8834AF99		
ROADRASHJAIL	AGB-A9RP-EUR	32	5F	F4693458		
DANCINGSWORD	AGB-A9SJ-JPN	64	29	E2316D47	EEPROM_V122	4
METALMAX2KAI	AGB-A9TJ-JPN	32	5B	BC1FEAF0	EEPROM_V122	64
METALMAX2KAI	AGB-A9TJ-JPN	32	5A	66725A09	EEPROM_V122	64
SUPER MARIOB	AGB-AA2C-CHN	32	5A	D97D4156	EEPROM_V122	64
SUPER MARIOB	AGB-AA2E-USA	32	8E	5206880A	EEPROM_V122	64
SUPER MARIOB	AGB-AA2J-JPN	32	89	901CE373	EEPROM_V122	64
SUPER MARIOB	AGB-AA2P-EUR	32	83	3D2B51F0	EEPROM_V122	64
ALLSTAR 2003	AGB-AA3E-USA	32	F9	E30691FE	SRAM_V112	256
M.M.4 F.CARD	AGB-AA4J-JPN	64	F3	5E2C90AE	SRAM_V112	256
M.M.4 K.DICE	AGB-AA5J-JPN	64	F2	F77E6ECF	SRAM_V112	256
SUM ALL FEAR	AGB-AA6E-USA	64	C3	166391D1	EEPROM_V122	4
SUM ALL FEAR	AGB-AA6P-EUR	64	B8	AEA15C21	EEPROM_V122	4
ALLSTAR 2004	AGB-AA7E-USA	64	F4	60E2DB03	SRAM_V113	256
DM SEMPAI	AGB-AA9E-USA	64	7A	1CE344CA	EEPROM_V124	4
DUEL MASTERS	AGB-AA9J-JPN	64	6B	0C548021	SRAM_V113	256
DM SEMPAI	AGB-AA9P-EUR	64	6F	2FFF9BA9	EEPROM_V124	4
AMERICA_BASS	AGB-AABE-USA	32	69	D76AD62D	EEPROM_V122	64
BASS ADVANCE	AGB-AABJ-JPN	32	90	67C4E470	SRAM_F_V102	256
BASS ADVANCE	AGB-AABP-EUR	32	9D	91238AD1	EEPROM_V122	64
DISNEY'S DON	AGB-AADJ-JPN	64	80	0195DE8F		
HEY ARNOLD!	AGB-AAEE-USA	32	EF	59DFAB9E		
HEY!ARNOLD!	AGB-AAEE-USA	32	EE	9E4773BA		
ANGELIQUE	AGB-AAGJ-JPN	32	28	C9D41F35	EEPROM_V122	64
SECRETAGENTB	AGB-AAHE-USA	32	50	610913E0		
SECRETAGENTB	AGB-AAHP-EUR	32	45	DA3133C3		
DINODEVICE R	AGB-AAIJ-JPN	64	70	DDA5EC5E	FLASH_V126	512
KISEKAE2	AGB-AAJJ-JPN	64	9A	44F95393	SRAM_V113	256
AIRFORCEDELT	AGB-AAKE-USA	32	56	0462C671	EEPROM_V122	4
AIRFORCEDELT	AGB-AAKJ-JPN	32	51	DBAB6799	EEPROM_V122	4
DEADLYSKIES	AGB-AAKP-EUR	32	8D	FE7C8402	EEPROM_V122	4
ANGELICLAYER	AGB-AALJ-JPN	64	4F	B21EE600	EEPROM_V122	64
DRACULA AGB1	AGB-AAME-USA	64	B1	1CC059A4	SRAM_V110	256
DRACULA AGB1	AGB-AAMJ-JPN	64	8F	F3E41D73	SRAM_V110	256
DRACULA AGB1	AGB-AAMJ-JPN	64	8F	5925D9C9	SRAM_V110	256
DRACULA AGB1	AGB-AAMP-EUR	64	A6	611535DC	SRAM_V110	256
ANIMALMANIA1	AGB-AANJ-JPN	32	79	89E6CD89	SRAM_F_V102	256
AEROACROBATX	AGB-AAOE-USA	32	3D	B47AC020	EEPROM_V122	4
AEROMXXXXXXX	AGB-AAOJ-JPN	32	D7	71720E98	EEPROM_V122	4
AEROACROBATX	AGB-AAOP-EUR	32	32	A7E98EBE	EEPROM_V122	4
METALGUN	AGB-AAPJ-JPN	64	5C	4DDE381B	EEPROM_V122	64
ANIMAL SNAP	AGB-AAQE-USA	16	91	85B0A090		
ANIMAL SNAP	AGB-AAQP-EUR	32	7E	25015475		
ALTEREDBEAST	AGB-AARE-USA	64	59	C4955F69	EEPROM_V122	4
ALTERED BEAS	AGB-AARP-EUR	64	69	654F7916	EEPROM_V122	4
W.A.SOCCER_W	AGB-AASJ-JPN	64	3F	AFE01C1F	EEPROM_V122	64
F TENNIS	AGB-AATJ-JPN	32	73	5A90C636	EEPROM_V122	4
DDS_1	AGB-AAUJ-JPN	64	3E	B857C3C5	SRAM_V112	256
ATARI_ANNIVE	AGB-AAVE-USA	32	3C	A8C6E6AF		
ATARI ANNIVE	AGB-AAVP-EUR	32	00	B9B89FDF		
CONTRAADVANC	AGB-AAWE-USA	32	4A	D280B988		
CONTRAADVANC	AGB-AAWJ-JPN	32	28	A817AA47		
CONTRAADVANC	AGB-AAWP-EUR	32	3F	5F443B14		
CAKE STORY	AGB-AAXJ-JPN	64	D5	EC60D573	EEPROM_V122	64
MKASWEET16	AGB-AAYE-USA	32	03	5FE092C6		
AOZORA	AGB-AAZJ-JPN	32	D1	AD9AF125	EEPROM_V122	4
BOF2	AGB-AB2E-USA	32	E6	23279C91	SRAM_V112	256
BOF2	AGB-AB2J-JPN	32	E1	B3057CF8	SRAM_V112	256
BOF2	AGB-AB2P-EUR	32	DE	FF5E8E39	SRAM_V112	256
DAVE MIRRA 3	AGB-AB3E-USA	64	E2	8D8F26A5	EEPROM_V122	64
SUMMONIGHSCS	AGB-AB4E-USA	64	2E	3EA860C2	EEPROM_V124	64
SUMMONIGHCSS	AGB-AB4J-JPN	64	33	32A7FA08	EEPROM_V122	64
BBC	AGB-AB6P-EUR	64	F9	72A55741	EEPROM_V120	4
KABUTO	AGB-AB7J-JPN	32	F9	F83FE589	SRAM_V112	256
BAYBLADE_2	AGB-AB8J-JPN	64	1E	1D1BB02B	SRAM_V112	256
DUAL BLADES	AGB-AB9E-USA	32	DC	AFF3A0C6	EEPROM_V122	4
DUAL BLADES	AGB-AB9J-JPN	32	D7	522F1F51	EEPROM_V122	4
BOKUKAN AGB	AGB-ABCJ-JPN	64	AD	5E3B163E	SRAM_V110	256
B-DASH EX	AGB-ABDE-USA	32	7C	B355365A	EEPROM_V122	4
B-DASH EX	AGB-ABDJ-JPN	32	8A	E77D5F9B	EEPROM_V122	4
B-DASH EX	AGB-ABDP-EUR	32	71	D41866A9	EEPROM_V122	4
BATTLEBOTS	AGB-ABEE-USA	64	D4	985B3704	EEPROM_V120	4
BATTLEBOTS	AGB-ABEP-EUR	64	CA	60BFCC8E	EEPROM_V120	4
BOF1	AGB-ABFE-USA	32	D3	4BBBE9A2	SRAM_V112	256
BOF1	AGB-ABFJ-JPN	32	CE	66E96B35	SRAM_V112	256
BOF1	AGB-ABFP-EUR	32	C8	A1C3165D	SRAM_V112	256
BOF EUR	AGB-ABFX-EUU	32	E8	D3660549	SRAM_V111	256
COOKIE PIE	AGB-ABGJ-JPN	32	02	63F45849	EEPROM_V122	64
DINODEVICE B	AGB-ABIJ-JPN	64	7F	EB9F6F11	FLASH_V126	512
BROKENSWORD	AGB-ABJE-USA	64	6D	3278CE51	EEPROM_V122	64
BROKENSWORD	AGB-ABJP-EUR	64	62	3A23EFD7	EEPROM_V122	64
BACKTRACK	AGB-ABKE-USA	32	36	48539B4B	EEPROM_V122	4
BUSTAMOVEGBA	AGB-ABME-USA	32	57	2FB4B14D		
PuzzleBA	AGB-ABMJ-JPN	32	B6	89D667C1		
BUSTAMOVEGBA	AGB-ABMP-EUR	32	4C	6BFD2915		
NBA JAM 2002	AGB-ABNE-USA	32	28	FFAB6D00		
BOXEM	AGB-ABOE-USA	64	43	08A4FDC4		
BASEBALL ADV	AGB-ABPE-USA	64	99	64EFD3A3	SRAM_F_V102	256
DAVID BECKHA	AGB-ABQE-USA	32	96	7E4DB1CC	EEPROM_V122	4
DAVIDBECKHAM	AGB-ABQP-EUR	32	5C	E9A34F49	EEPROM_V122	4
BLENDER BROS	AGB-ABRE-USA	64	7E	9834DEB4	SRAM_V112	256
BOMSTORYUSA	AGB-ABSE-USA	32	67	240282E6	SRAM_V112	256
BOMSTORY	AGB-ABSJ-JPN	32	49	38231BC2	SRAM_V110	256
BATMAN-VENGE	AGB-ABTE-USA	64	7B	9FA17935		
BATMAN-VENGE	AGB-ABTP-EUR	64	70	783AC0C7		
UBG	AGB-ABUE-USA	32	D4	B6C9F401	EEPROM_V122	4
MAYA THE BEE	AGB-ABVP-EUR	32	AD	A1764F3C		
BKM BATTLES	AGB-ABWE-USA	32	AE	74BE9148		
DANCE BEAT	AGB-ABYE-USA	64	2A	443198D8		
DANCE BEAT	AGB-ABYP-EUR	64	1F	886121A8		
DANCE BEAT	AGB-ABYX-EUU	64	17	021CDA8E		
DANCE BEAT	AGB-ABYY-EUU	64	16	CFE69825		
NFLBLITZ2002	AGB-ABZE-USA	32	8D	8C748DCB		
SAKATUKUADV	AGB-AC2J-JPN	64	85	8BC59927	SRAM_V112	256
